app_exec_id,script_run_id,app__name,execution_site,start_time,duration,staging_in_duration,staging_out_duration,work_directory
p6-run004-3202563945:simulate-n5i5ic9m,p6-run004-3202563945,simulate,local,2015-05-26 15:53:52.478-0300,0.131999969482422,0.0,0.0120000839233398,p6-run004/jobs/s/simulate-n5i5ic9m
p6-run004-3202563945:simulate-r5i5ic9m,p6-run004-3202563945,simulate,local,2015-05-26 15:53:52.611-0300,0.0929999351501465,0.0,0.00400018692016602,p6-run004/jobs/s/simulate-r5i5ic9m
p6-run004-3202563945:simulate-s5i5ic9m,p6-run004-3202563945,simulate,local,2015-05-26 15:53:52.611-0300,0.0929999351501465,0.0,0.00400018692016602,p6-run004/jobs/s/simulate-s5i5ic9m
p6-run004-3202563945:simulate-t5i5ic9m,p6-run004-3202563945,simulate,local,2015-05-26 15:53:52.706-0300,0.0920000076293945,0.0,0.00399994850158691,p6-run004/jobs/s/simulate-t5i5ic9m
p6-run004-3202563945:simulate-u5i5ic9m,p6-run004-3202563945,simulate,local,2015-05-26 15:53:52.706-0300,0.0920000076293945,0.0,0.00399994850158691,p6-run004/jobs/s/simulate-u5i5ic9m
p6-run004-3202563945:simulate-p5i5ic9m,p6-run004-3202563945,simulate,local,2015-05-26 15:53:52.800-0300,0.115000009536743,0.0,0.00399994850158691,p6-run004/jobs/s/simulate-p5i5ic9m
p6-run004-3202563945:simulate-o5i5ic9m,p6-run004-3202563945,simulate,local,2015-05-26 15:53:52.800-0300,0.115999937057495,0.0,0.00399994850158691,p6-run004/jobs/s/simulate-o5i5ic9m
p6-run004-3202563945:simulate-v5i5ic9m,p6-run004-3202563945,simulate,local,2015-05-26 15:53:52.917-0300,0.0920000076293945,0.0,0.00399994850158691,p6-run004/jobs/s/simulate-v5i5ic9m
p6-run004-3202563945:simulate-x5i5ic9m,p6-run004-3202563945,simulate,local,2015-05-26 15:53:52.917-0300,0.0920000076293945,0.0,0.00399994850158691,p6-run004/jobs/s/simulate-x5i5ic9m
p6-run004-3202563945:simulate-y5i5ic9m,p6-run004-3202563945,simulate,local,2015-05-26 15:53:53.010-0300,0.0929999351501465,0.0,0.00399994850158691,p6-run004/jobs/s/simulate-y5i5ic9m
p6-run004-3202563945:simulate-z5i5ic9m,p6-run004-3202563945,simulate,local,2015-05-26 15:53:53.012-0300,1.11399984359741,0.00100016593933105,0.00400018692016602,p6-run004/jobs/s/simulate-z5i5ic9m
p6-run004-3202563945:simulate-06i5ic9m,p6-run004-3202563945,simulate,local,2015-05-26 15:53:53.106-0300,1.09500002861023,0.00199985504150391,0.00399994850158691,p6-run004/jobs/s/simulate-06i5ic9m
p6-run004-3202563945:simulate-16i5ic9m,p6-run004-3202563945,simulate,local,2015-05-26 15:53:54.197-0300,1.09999990463257,0.000999927520751953,0.00300002098083496,p6-run004/jobs/s/simulate-16i5ic9m
p6-run004-3202563945:simulate-26i5ic9m,p6-run004-3202563945,simulate,local,2015-05-26 15:53:54.305-0300,1.10099983215332,0.00200009346008301,0.00499987602233887,p6-run004/jobs/s/simulate-26i5ic9m
p6-run004-3202563945:simulate-36i5ic9m,p6-run004-3202563945,simulate,local,2015-05-26 15:53:55.400-0300,1.09599995613098,0.000999927520751953,0.00399994850158691,p6-run004/jobs/s/simulate-36i5ic9m
p6-run004-3202563945:simulate-46i5ic9m,p6-run004-3202563945,simulate,local,2015-05-26 15:53:55.509-0300,1.1029999256134,0.00200009346008301,0.00500011444091797,p6-run004/jobs/s/simulate-46i5ic9m
p6-run004-3202563945:simulate-56i5ic9m,p6-run004-3202563945,simulate,local,2015-05-26 15:53:56.599-0300,1.09999990463257,0.00200009346008301,0.00300002098083496,p6-run004/jobs/s/simulate-56i5ic9m
p6-run004-3202563945:simulate-66i5ic9m,p6-run004-3202563945,simulate,local,2015-05-26 15:53:56.716-0300,1.09899997711182,0.00200009346008301,0.00300002098083496,p6-run004/jobs/s/simulate-66i5ic9m
p6-run004-3202563945:simulate-76i5ic9m,p6-run004-3202563945,simulate,local,2015-05-26 15:53:57.802-0300,1.10199999809265,0.00200009346008301,0.00499987602233887,p6-run004/jobs/s/simulate-76i5ic9m
p6-run004-3202563945:simulate-86i5ic9m,p6-run004-3202563945,simulate,local,2015-05-26 15:53:57.918-0300,1.09400010108948,0.000999927520751953,0.00300002098083496,p6-run004/jobs/s/simulate-86i5ic9m
p6-run004-3202563945:stats-96i5ic9m,p6-run004-3202563945,stats,local,2015-05-26 15:53:59.022-0300,0.115999937057495,0.00699996948242187,0.00500011444091797,p6-run004/jobs/s/stats-96i5ic9m
