EDGEID,"TYPE",HASH,SRCVERTEXHASH,DSTVERTEXHASH,"OPERATION","TIME"
129,"WasInformedBy",-683714300,1313860349,1315762837,"fork","978311608.052"
130,"WasInformedBy",-683714300,1313860349,1315762837,"fork","978311608.052"
131,"WasInformedBy",-683714300,1313860349,1315762837,"fork","978311608.052"
132,"WasInformedBy",-683714300,1313860349,1315762837,"fork","978311608.052"
133,"WasInformedBy",-683723709,1313860349,1315762837,"fork","978311608.053"
134,"WasInformedBy",-683723709,1313860349,1315762837,"fork","978311608.053"
135,"WasInformedBy",-683723709,1313860349,1315762837,"fork","978311608.053"
136,"WasInformedBy",-683723709,1313860349,1315762837,"fork","978311608.053"
137,"WasInformedBy",-683723709,1313860349,1315762837,"fork","978311608.053"
138,"WasInformedBy",-683695482,1313860349,1315762837,"fork","978311608.054"
139,"WasInformedBy",-683695482,1313860349,1315762837,"fork","978311608.054"
140,"WasInformedBy",-683695482,1313860349,1315762837,"fork","978311608.054"
141,"WasInformedBy",-683695482,1313860349,1315762837,"fork","978311608.054"
142,"WasInformedBy",-683695482,1313860349,1315762837,"fork","978311608.054"
143,"Used",-1093510646,1360802133,-167658573,"read","978311608.067"
144,"WasInformedBy",-683996570,1313860349,1315762837,"fork","978311608.087"
145,"WasInformedBy",-683996570,1313860349,1315762837,"fork","978311608.087"
146,"WasInformedBy",-683996570,1313860349,1315762837,"fork","978311608.087"
147,"WasInformedBy",-677683131,1313860349,1315762837,"fork","978311608.132"
148,"WasInformedBy",-677683131,1313860349,1315762837,"fork","978311608.132"
149,"WasInformedBy",-677730176,1313860349,1315762837,"fork","978311608.133"
150,"WasInformedBy",-677730176,1313860349,1315762837,"fork","978311608.133"
151,"WasInformedBy",-674117120,1313860349,1315762837,"fork","978311608.177"
152,"WasInformedBy",-674117120,1313860349,1315762837,"fork","978311608.177"
153,"WasInformedBy",-674126529,1313860349,1315762837,"fork","978311608.178"
154,"WasInformedBy",-674126529,1313860349,1315762837,"fork","978311608.178"
155,"WasInformedBy",-674126529,1313860349,1315762837,"fork","978311608.178"
156,"WasInformedBy",-674126529,1313860349,1315762837,"fork","978311608.178"
157,"WasInformedBy",-674126529,1313860349,1315762837,"fork","978311608.178"
158,"WasInformedBy",-674098302,1313860349,1315762837,"fork","978311608.179"
159,"WasInformedBy",-674098302,1313860349,1315762837,"fork","978311608.179"
160,"WasInformedBy",-590094750,1313860349,1315762837,"fork","978311608.245"
161,"WasInformedBy",-590094750,1313860349,1315762837,"fork","978311608.245"
162,"WasInformedBy",-590094750,1313860349,1315762837,"fork","978311608.245"
163,"WasInformedBy",-590104159,1313860349,1315762837,"fork","978311608.246"
164,"WasInformedBy",-591223830,1313860349,1315762837,"fork","978311608.281"
165,"WasInformedBy",-591223830,1313860349,1315762837,"fork","978311608.281"
166,"WasInformedBy",-591223830,1313860349,1315762837,"fork","978311608.281"
167,"WasInformedBy",-591223830,1313860349,1315762837,"fork","978311608.281"
168,"WasInformedBy",-591233239,1313860349,1315762837,"fork","978311608.282"
169,"WasInformedBy",-594046530,1313860349,1315762837,"fork","978311608.315"
170,"WasInformedBy",-594046530,1313860349,1315762837,"fork","978311608.315"
171,"WasInformedBy",-594046530,1313860349,1315762837,"fork","978311608.315"
172,"WasInformedBy",-594046530,1313860349,1315762837,"fork","978311608.315"
173,"WasInformedBy",-594046530,1313860349,1315762837,"fork","978311608.315"
174,"WasInformedBy",-594046530,1313860349,1315762837,"fork","978311608.315"
175,"WasInformedBy",-579904803,1313860349,1315762837,"fork","978311608.349"
176,"WasInformedBy",-581043292,1313860349,1315762837,"fork","978311608.382"
177,"WasInformedBy",-581043292,1313860349,1315762837,"fork","978311608.382"
178,"WasInformedBy",-581052701,1313860349,1315762837,"fork","978311608.383"
179,"WasInformedBy",-581052701,1313860349,1315762837,"fork","978311608.383"
180,"WasInformedBy",-583564904,1313860349,1315762837,"fork","978311608.416"
181,"WasInformedBy",-583555495,1313860349,1315762837,"fork","978311608.419"
182,"WasInformedBy",-583555495,1313860349,1315762837,"fork","978311608.419"
183,"WasInformedBy",-583555495,1313860349,1315762837,"fork","978311608.419"
184,"WasInformedBy",-583555495,1313860349,1315762837,"fork","978311608.419"
185,"WasInformedBy",-583555495,1313860349,1315762837,"fork","978311608.419"
186,"WasInformedBy",-583499041,1313860349,1315762837,"fork","978311608.420"
187,"WasInformedBy",-583499041,1313860349,1315762837,"fork","978311608.420"
188,"WasInformedBy",-583499041,1313860349,1315762837,"fork","978311608.420"
189,"WasInformedBy",-583499041,1313860349,1315762837,"fork","978311608.420"
190,"WasInformedBy",-583480223,1313860349,1315762837,"fork","978311608.422"
191,"WasInformedBy",-583480223,1313860349,1315762837,"fork","978311608.422"
192,"WasInformedBy",-583527268,1313860349,1315762837,"fork","978311608.423"
193,"WasInformedBy",-583527268,1313860349,1315762837,"fork","978311608.423"
194,"WasInformedBy",-583536677,1313860349,1315762837,"fork","978311608.424"
195,"WasInformedBy",-583536677,1313860349,1315762837,"fork","978311608.424"
196,"WasInformedBy",-583536677,1313860349,1315762837,"fork","978311608.424"
197,"WasInformedBy",-574758080,1313860349,1315762837,"fork","978311608.551"
198,"WasInformedBy",-574758080,1313860349,1315762837,"fork","978311608.551"
199,"WasInformedBy",-574767489,1313860349,1315762837,"fork","978311608.552"
200,"WasInformedBy",-560616353,1313860349,1315762837,"fork","978311608.585"
201,"WasInformedBy",-560616353,1313860349,1315762837,"fork","978311608.585"
202,"WasInformedBy",-560588126,1313860349,1315762837,"fork","978311608.586"
203,"WasInformedBy",-560588126,1313860349,1315762837,"fork","978311608.586"
204,"WasInformedBy",-560588126,1313860349,1315762837,"fork","978311608.586"
205,"WasInformedBy",-560588126,1313860349,1315762837,"fork","978311608.586"
206,"WasInformedBy",-560597535,1313860349,1315762837,"fork","978311608.587"
207,"WasInformedBy",-560597535,1313860349,1315762837,"fork","978311608.587"
208,"WasInformedBy",-560597535,1313860349,1315762837,"fork","978311608.587"
209,"WasInformedBy",-560597535,1313860349,1315762837,"fork","978311608.587"
210,"WasInformedBy",-560644580,1313860349,1315762837,"fork","978311608.588"
211,"WasInformedBy",-560644580,1313860349,1315762837,"fork","978311608.588"
212,"WasInformedBy",-560644580,1313860349,1315762837,"fork","978311608.588"
213,"WasInformedBy",-560644580,1313860349,1315762837,"fork","978311608.588"
214,"WasInformedBy",-564859812,1313860349,1315762837,"fork","978311608.687"
215,"WasInformedBy",-564859812,1313860349,1315762837,"fork","978311608.687"
216,"WasInformedBy",-564859812,1313860349,1315762837,"fork","978311608.687"
217,"WasInformedBy",-564859812,1313860349,1315762837,"fork","978311608.687"
218,"WasInformedBy",-630807493,1313860349,1315762837,"fork","978311608.732"
219,"WasInformedBy",-630807493,1313860349,1315762837,"fork","978311608.732"
220,"WasInformedBy",-630807493,1313860349,1315762837,"fork","978311608.732"
221,"WasInformedBy",-630807493,1313860349,1315762837,"fork","978311608.732"
222,"WasInformedBy",-631983618,1313860349,1315762837,"fork","978311608.777"
223,"WasInformedBy",-631983618,1313860349,1315762837,"fork","978311608.777"
224,"WasInformedBy",-631983618,1313860349,1315762837,"fork","978311608.777"
225,"WasInformedBy",-631983618,1313860349,1315762837,"fork","978311608.777"
226,"WasInformedBy",-624465827,1313860349,1315762837,"fork","978311608.822"
227,"WasInformedBy",-624465827,1313860349,1315762837,"fork","978311608.822"
228,"WasInformedBy",-620598728,1313860349,1315762837,"fork","978311608.867"
229,"WasInformedBy",-620598728,1313860349,1315762837,"fork","978311608.867"
230,"WasInformedBy",-620598728,1313860349,1315762837,"fork","978311608.867"
231,"WasInformedBy",-620598728,1313860349,1315762837,"fork","978311608.867"
232,"WasInformedBy",-620598728,1313860349,1315762837,"fork","978311608.867"
233,"WasInformedBy",-620598728,1313860349,1315762837,"fork","978311608.867"
234,"WasInformedBy",-620608137,1313860349,1315762837,"fork","978311608.868"
235,"WasInformedBy",-620608137,1313860349,1315762837,"fork","978311608.868"
236,"WasInformedBy",-620608137,1313860349,1315762837,"fork","978311608.868"
237,"WasInformedBy",-620608137,1313860349,1315762837,"fork","978311608.868"
238,"WasInformedBy",-620579910,1313860349,1315762837,"fork","978311608.869"
239,"WasInformedBy",-620579910,1313860349,1315762837,"fork","978311608.869"
240,"WasInformedBy",-620579910,1313860349,1315762837,"fork","978311608.869"
241,"WasInformedBy",-620579910,1313860349,1315762837,"fork","978311608.869"
242,"WasInformedBy",-620579910,1313860349,1315762837,"fork","978311608.869"
243,"WasInformedBy",-621727808,1313860349,1315762837,"fork","978311608.870"
244,"WasInformedBy",-621727808,1313860349,1315762837,"fork","978311608.870"
245,"WasInformedBy",-621727808,1313860349,1315762837,"fork","978311608.870"
246,"WasInformedBy",-621727808,1313860349,1315762837,"fork","978311608.870"
247,"WasInformedBy",-621727808,1313860349,1315762837,"fork","978311608.870"
248,"WasInformedBy",-621737217,1313860349,1315762837,"fork","978311608.871"
249,"WasInformedBy",-621737217,1313860349,1315762837,"fork","978311608.871"
250,"WasInformedBy",-621737217,1313860349,1315762837,"fork","978311608.871"
251,"WasInformedBy",-621737217,1313860349,1315762837,"fork","978311608.871"
252,"WasInformedBy",-621708990,1313860349,1315762837,"fork","978311608.872"
253,"WasInformedBy",-621708990,1313860349,1315762837,"fork","978311608.872"
254,"WasInformedBy",-621708990,1313860349,1315762837,"fork","978311608.872"
255,"WasInformedBy",-621708990,1313860349,1315762837,"fork","978311608.872"
256,"WasInformedBy",-621708990,1313860349,1315762837,"fork","978311608.872"
257,"WasInformedBy",-621718399,1313860349,1315762837,"fork","978311608.873"
258,"WasInformedBy",-621765444,1313860349,1315762837,"fork","978311608.874"
259,"WasInformedBy",-621765444,1313860349,1315762837,"fork","978311608.874"
260,"WasInformedBy",-621774853,1313860349,1315762837,"fork","978311608.875"
261,"WasInformedBy",-621774853,1313860349,1315762837,"fork","978311608.875"
262,"WasInformedBy",-621774853,1313860349,1315762837,"fork","978311608.875"
263,"WasInformedBy",-621774853,1313860349,1315762837,"fork","978311608.875"
264,"WasInformedBy",-621746626,1313860349,1315762837,"fork","978311608.876"
265,"WasInformedBy",-621746626,1313860349,1315762837,"fork","978311608.876"
266,"WasInformedBy",-621746626,1313860349,1315762837,"fork","978311608.876"
267,"WasInformedBy",-621746626,1313860349,1315762837,"fork","978311608.876"
268,"WasInformedBy",-621746626,1313860349,1315762837,"fork","978311608.876"
269,"WasInformedBy",-621511401,1313860349,1315762837,"fork","978311608.879"
270,"WasInformedBy",-621511401,1313860349,1315762837,"fork","978311608.879"
271,"WasInformedBy",-621511401,1313860349,1315762837,"fork","978311608.879"
272,"WasInformedBy",-621379675,1313860349,1315762837,"fork","978311608.880"
273,"WasInformedBy",-621379675,1313860349,1315762837,"fork","978311608.880"
274,"WasInformedBy",-621379675,1313860349,1315762837,"fork","978311608.880"
275,"WasInformedBy",-621379675,1313860349,1315762837,"fork","978311608.880"
276,"WasInformedBy",-621379675,1313860349,1315762837,"fork","978311608.880"
277,"WasInformedBy",-621426720,1313860349,1315762837,"fork","978311608.881"
278,"WasInformedBy",-621426720,1313860349,1315762837,"fork","978311608.881"
279,"WasInformedBy",-621426720,1313860349,1315762837,"fork","978311608.881"
280,"WasInformedBy",-614285289,1313860349,1315762837,"fork","978311608.912"
281,"WasInformedBy",-671503967,1313860349,1315762837,"fork","978311609.047"
282,"WasInformedBy",-654708902,1313860349,1315762837,"fork","978311609.318"
283,"WasInformedBy",-654708902,1313860349,1315762837,"fork","978311609.318"
284,"WasInformedBy",-656157888,1313860349,1315762837,"fork","978311609.352"
285,"WasInformedBy",-656157888,1313860349,1315762837,"fork","978311609.352"
286,"WasInformedBy",-656157888,1313860349,1315762837,"fork","978311609.352"
287,"WasInformedBy",-656157888,1313860349,1315762837,"fork","978311609.352"
288,"WasInformedBy",-642016161,1313860349,1315762837,"fork","978311609.386"
289,"WasInformedBy",-642016161,1313860349,1315762837,"fork","978311609.386"
290,"WasInformedBy",-642016161,1313860349,1315762837,"fork","978311609.386"
291,"WasInformedBy",-642016161,1313860349,1315762837,"fork","978311609.386"
292,"WasInformedBy",-644528364,1313860349,1315762837,"fork","978311609.419"
293,"WasInformedBy",-644528364,1313860349,1315762837,"fork","978311609.419"
294,"WasInformedBy",-644528364,1313860349,1315762837,"fork","978311609.419"
295,"WasInformedBy",-644396638,1313860349,1315762837,"fork","978311609.420"
296,"WasInformedBy",-645902078,1313860349,1315762837,"fork","978311609.453"
297,"WasInformedBy",-645902078,1313860349,1315762837,"fork","978311609.453"
298,"WasInformedBy",-645902078,1313860349,1315762837,"fork","978311609.453"
299,"WasInformedBy",-645911487,1313860349,1315762837,"fork","978311609.454"
300,"WasInformedBy",-645911487,1313860349,1315762837,"fork","978311609.454"
301,"WasInformedBy",-645911487,1313860349,1315762837,"fork","978311609.454"
302,"WasInformedBy",-645911487,1313860349,1315762837,"fork","978311609.454"
303,"WasInformedBy",-645911487,1313860349,1315762837,"fork","978311609.454"
304,"WasInformedBy",-645958532,1313860349,1315762837,"fork","978311609.455"
305,"WasInformedBy",-645958532,1313860349,1315762837,"fork","978311609.455"
306,"WasInformedBy",-645958532,1313860349,1315762837,"fork","978311609.455"
307,"WasInformedBy",-645958532,1313860349,1315762837,"fork","978311609.455"
308,"WasInformedBy",-645967941,1313860349,1315762837,"fork","978311609.456"
309,"WasInformedBy",-645967941,1313860349,1315762837,"fork","978311609.456"
310,"WasInformedBy",-645967941,1313860349,1315762837,"fork","978311609.456"
311,"WasInformedBy",-645967941,1313860349,1315762837,"fork","978311609.456"
312,"WasInformedBy",-645967941,1313860349,1315762837,"fork","978311609.456"
313,"WasInformedBy",-645939714,1313860349,1315762837,"fork","978311609.457"
314,"WasInformedBy",-645939714,1313860349,1315762837,"fork","978311609.457"
315,"WasInformedBy",-645939714,1313860349,1315762837,"fork","978311609.457"
316,"WasInformedBy",-645939714,1313860349,1315762837,"fork","978311609.457"
317,"WasInformedBy",-645949123,1313860349,1315762837,"fork","978311609.458"
318,"WasInformedBy",-645949123,1313860349,1315762837,"fork","978311609.458"
319,"WasInformedBy",-645949123,1313860349,1315762837,"fork","978311609.458"
320,"WasInformedBy",-645695080,1313860349,1315762837,"fork","978311609.459"
321,"WasInformedBy",-645695080,1313860349,1315762837,"fork","978311609.459"
322,"WasInformedBy",-645695080,1313860349,1315762837,"fork","978311609.459"
323,"WasInformedBy",-645563354,1313860349,1315762837,"fork","978311609.460"
324,"WasInformedBy",-645563354,1313860349,1315762837,"fork","978311609.460"
325,"WasInformedBy",-645563354,1313860349,1315762837,"fork","978311609.460"
326,"WasInformedBy",-645563354,1313860349,1315762837,"fork","978311609.460"
327,"WasInformedBy",-645563354,1313860349,1315762837,"fork","978311609.460"
328,"WasInformedBy",-645563354,1313860349,1315762837,"fork","978311609.460"
329,"WasInformedBy",-645572763,1313860349,1315762837,"fork","978311609.461"
330,"WasInformedBy",-645572763,1313860349,1315762837,"fork","978311609.461"
331,"WasInformedBy",-645572763,1313860349,1315762837,"fork","978311609.461"
332,"WasInformedBy",-645572763,1313860349,1315762837,"fork","978311609.461"
333,"WasInformedBy",-645572763,1313860349,1315762837,"fork","978311609.461"
334,"WasInformedBy",-645619808,1313860349,1315762837,"fork","978311609.462"
335,"WasInformedBy",-645619808,1313860349,1315762837,"fork","978311609.462"
336,"WasInformedBy",-645619808,1313860349,1315762837,"fork","978311609.462"
337,"WasInformedBy",-645619808,1313860349,1315762837,"fork","978311609.462"
338,"WasInformedBy",-645619808,1313860349,1315762837,"fork","978311609.462"
339,"WasInformedBy",-645629217,1313860349,1315762837,"fork","978311609.463"
340,"WasInformedBy",-645629217,1313860349,1315762837,"fork","978311609.463"
341,"WasInformedBy",-645629217,1313860349,1315762837,"fork","978311609.463"
342,"WasInformedBy",-645629217,1313860349,1315762837,"fork","978311609.463"
343,"WasInformedBy",-645629217,1313860349,1315762837,"fork","978311609.463"
344,"WasInformedBy",-284681159,1313860349,1315762837,"fork","978311609.924"
345,"WasInformedBy",-284681159,1313860349,1315762837,"fork","978311609.924"
346,"WasInformedBy",-290411240,1313860349,1315762837,"fork","978311609.932"
347,"WasInformedBy",-290411240,1313860349,1315762837,"fork","978311609.932"
348,"WasInformedBy",-290411240,1313860349,1315762837,"fork","978311609.932"
349,"WasInformedBy",-290411240,1313860349,1315762837,"fork","978311609.932"
350,"WasInformedBy",-290420649,1313860349,1315762837,"fork","978311609.933"
351,"WasInformedBy",-290420649,1313860349,1315762837,"fork","978311609.933"
352,"WasInformedBy",-290420649,1313860349,1315762837,"fork","978311609.933"
353,"WasInformedBy",-290420649,1313860349,1315762837,"fork","978311609.933"
354,"WasInformedBy",-290392422,1313860349,1315762837,"fork","978311609.934"
355,"WasInformedBy",-290392422,1313860349,1315762837,"fork","978311609.934"
356,"WasInformedBy",-290392422,1313860349,1315762837,"fork","978311609.934"
357,"WasInformedBy",-290392422,1313860349,1315762837,"fork","978311609.934"
358,"WasInformedBy",-290401831,1313860349,1315762837,"fork","978311609.935"
359,"WasInformedBy",-290448876,1313860349,1315762837,"fork","978311609.936"
360,"WasInformedBy",-290448876,1313860349,1315762837,"fork","978311609.936"
361,"WasInformedBy",-290458285,1313860349,1315762837,"fork","978311609.937"
362,"WasInformedBy",-290458285,1313860349,1315762837,"fork","978311609.937"
363,"WasInformedBy",-290458285,1313860349,1315762837,"fork","978311609.937"
364,"WasInformedBy",-290430058,1313860349,1315762837,"fork","978311609.938"
365,"WasInformedBy",-290430058,1313860349,1315762837,"fork","978311609.938"
366,"WasInformedBy",-290430058,1313860349,1315762837,"fork","978311609.938"
367,"WasInformedBy",-290439467,1313860349,1315762837,"fork","978311609.939"
368,"WasInformedBy",-290439467,1313860349,1315762837,"fork","978311609.939"
369,"WasInformedBy",-290439467,1313860349,1315762837,"fork","978311609.939"
370,"WasInformedBy",-290439467,1313860349,1315762837,"fork","978311609.939"
371,"WasInformedBy",-290383013,1313860349,1315762837,"fork","978311609.940"
372,"WasInformedBy",-290383013,1313860349,1315762837,"fork","978311609.940"
373,"WasInformedBy",-290383013,1313860349,1315762837,"fork","978311609.940"
374,"WasInformedBy",-290354786,1313860349,1315762837,"fork","978311609.941"
375,"WasInformedBy",-290354786,1313860349,1315762837,"fork","978311609.941"
376,"WasInformedBy",-290354786,1313860349,1315762837,"fork","978311609.941"
377,"WasInformedBy",-290354786,1313860349,1315762837,"fork","978311609.941"
378,"WasInformedBy",-290364195,1313860349,1315762837,"fork","978311609.942"
379,"WasInformedBy",-290364195,1313860349,1315762837,"fork","978311609.942"
380,"WasInformedBy",-290364195,1313860349,1315762837,"fork","978311609.942"
381,"WasInformedBy",-290110152,1313860349,1315762837,"fork","978311609.943"
