EDGEID,"TYPE",HASH,SRCVERTEXHASH,DSTVERTEXHASH,"OPERATION","TIME"
752,"WasInformedBy",-1599879390,1313860349,1315762837,"fork","978311613.812"
753,"WasInformedBy",-1599879390,1313860349,1315762837,"fork","978311613.812"
754,"WasInformedBy",-1599879390,1313860349,1315762837,"fork","978311613.812"
755,"WasInformedBy",-1599888799,1313860349,1315762837,"fork","978311613.813"
756,"WasInformedBy",-1606211647,1313860349,1315762837,"fork","978311613.846"
757,"WasInformedBy",-1606211647,1313860349,1315762837,"fork","978311613.846"
758,"WasInformedBy",-1606211647,1313860349,1315762837,"fork","978311613.846"
759,"WasInformedBy",-1606258692,1313860349,1315762837,"fork","978311613.847"
760,"WasInformedBy",-1606258692,1313860349,1315762837,"fork","978311613.847"
761,"WasInformedBy",-1607359545,1313860349,1315762837,"fork","978311613.880"
762,"WasInformedBy",-1607359545,1313860349,1315762837,"fork","978311613.880"
763,"WasInformedBy",-1607359545,1313860349,1315762837,"fork","978311613.880"
764,"WasInformedBy",-1607359545,1313860349,1315762837,"fork","978311613.880"
765,"WasInformedBy",-1589708261,1313860349,1315762837,"fork","978311613.914"
766,"WasInformedBy",-1589708261,1313860349,1315762837,"fork","978311613.914"
767,"WasInformedBy",-1589680034,1313860349,1315762837,"fork","978311613.915"
768,"WasInformedBy",-1589680034,1313860349,1315762837,"fork","978311613.915"
769,"WasInformedBy",-1589689443,1313860349,1315762837,"fork","978311613.916"
770,"WasInformedBy",-1591185474,1313860349,1315762837,"fork","978311613.948"
771,"WasInformedBy",-1591185474,1313860349,1315762837,"fork","978311613.948"
772,"WasInformedBy",-1591185474,1313860349,1315762837,"fork","978311613.948"
773,"WasInformedBy",-1591185474,1313860349,1315762837,"fork","978311613.948"
774,"WasInformedBy",-1597131962,1313860349,1315762837,"fork","978311613.984"
775,"WasInformedBy",-1597131962,1313860349,1315762837,"fork","978311613.984"
776,"WasInformedBy",-1597141371,1313860349,1315762837,"fork","978311613.985"
777,"WasInformedBy",-1597188416,1313860349,1315762837,"fork","978311613.986"
778,"WasInformedBy",-1597188416,1313860349,1315762837,"fork","978311613.986"
779,"WasInformedBy",-1666422387,1313860349,1315762837,"fork","978311614.030"
780,"WasInformedBy",-1666422387,1313860349,1315762837,"fork","978311614.030"
781,"WasInformedBy",-1666422387,1313860349,1315762837,"fork","978311614.030"
782,"WasInformedBy",-1666422387,1313860349,1315762837,"fork","978311614.030"
783,"WasInformedBy",-1667372696,1313860349,1315762837,"fork","978311614.075"
784,"WasInformedBy",-1667372696,1313860349,1315762837,"fork","978311614.075"
785,"WasInformedBy",-1667372696,1313860349,1315762837,"fork","978311614.075"
786,"WasInformedBy",-1667372696,1313860349,1315762837,"fork","978311614.075"
787,"WasInformedBy",-1667372696,1313860349,1315762837,"fork","978311614.075"
788,"WasInformedBy",-1667372696,1313860349,1315762837,"fork","978311614.075"
789,"WasInformedBy",-1667372696,1313860349,1315762837,"fork","978311614.075"
790,"WasInformedBy",-1667382105,1313860349,1315762837,"fork","978311614.076"
791,"WasInformedBy",-1656241849,1313860349,1315762837,"fork","978311614.120"
792,"WasInformedBy",-1656241849,1313860349,1315762837,"fork","978311614.120"
793,"WasInformedBy",-1657417974,1313860349,1315762837,"fork","978311614.165"
794,"WasInformedBy",-1657417974,1313860349,1315762837,"fork","978311614.165"
795,"WasInformedBy",-1657417974,1313860349,1315762837,"fork","978311614.165"
796,"WasInformedBy",-1657417974,1313860349,1315762837,"fork","978311614.165"
797,"WasInformedBy",-1657728471,1313860349,1315762837,"fork","978311614.199"
798,"WasInformedBy",-1657728471,1313860349,1315762837,"fork","978311614.199"
799,"WasInformedBy",-1657728471,1313860349,1315762837,"fork","978311614.199"
800,"WasInformedBy",-1657728471,1313860349,1315762837,"fork","978311614.199"
801,"WasInformedBy",-1657728471,1313860349,1315762837,"fork","978311614.199"
802,"WasInformedBy",-1657728471,1313860349,1315762837,"fork","978311614.199"
803,"WasInformedBy",-1650248316,1313860349,1315762837,"fork","978311614.200"
804,"WasInformedBy",-1650248316,1313860349,1315762837,"fork","978311614.200"
805,"WasInformedBy",-1650248316,1313860349,1315762837,"fork","978311614.200"
806,"WasInformedBy",-1650248316,1313860349,1315762837,"fork","978311614.200"
807,"WasInformedBy",-1650248316,1313860349,1315762837,"fork","978311614.200"
808,"WasInformedBy",-1650248316,1313860349,1315762837,"fork","978311614.200"
809,"WasInformedBy",-1650257725,1313860349,1315762837,"fork","978311614.201"
810,"WasInformedBy",-1650257725,1313860349,1315762837,"fork","978311614.201"
811,"WasInformedBy",-1650257725,1313860349,1315762837,"fork","978311614.201"
812,"WasInformedBy",-1650257725,1313860349,1315762837,"fork","978311614.201"
813,"WasInformedBy",-1650257725,1313860349,1315762837,"fork","978311614.201"
814,"WasInformedBy",-1650257725,1313860349,1315762837,"fork","978311614.201"
815,"WasInformedBy",-1650229498,1313860349,1315762837,"fork","978311614.202"
816,"WasInformedBy",-1650229498,1313860349,1315762837,"fork","978311614.202"
817,"WasInformedBy",-1650229498,1313860349,1315762837,"fork","978311614.202"
818,"WasInformedBy",-1650229498,1313860349,1315762837,"fork","978311614.202"
819,"WasInformedBy",-1650229498,1313860349,1315762837,"fork","978311614.202"
820,"WasInformedBy",-1650229498,1313860349,1315762837,"fork","978311614.202"
821,"WasInformedBy",-1650238907,1313860349,1315762837,"fork","978311614.203"
822,"WasInformedBy",-1650238907,1313860349,1315762837,"fork","978311614.203"
823,"WasInformedBy",-1650238907,1313860349,1315762837,"fork","978311614.203"
824,"WasInformedBy",-1650238907,1313860349,1315762837,"fork","978311614.203"
825,"WasInformedBy",-1650238907,1313860349,1315762837,"fork","978311614.203"
826,"WasInformedBy",-1650238907,1313860349,1315762837,"fork","978311614.203"
827,"WasInformedBy",-1650285952,1313860349,1315762837,"fork","978311614.204"
828,"WasInformedBy",-1650285952,1313860349,1315762837,"fork","978311614.204"
829,"WasInformedBy",-1650285952,1313860349,1315762837,"fork","978311614.204"
830,"WasInformedBy",-1650285952,1313860349,1315762837,"fork","978311614.204"
831,"WasInformedBy",-1650285952,1313860349,1315762837,"fork","978311614.204"
832,"WasInformedBy",-1650285952,1313860349,1315762837,"fork","978311614.204"
833,"WasInformedBy",-1650295361,1313860349,1315762837,"fork","978311614.205"
834,"WasInformedBy",-1650295361,1313860349,1315762837,"fork","978311614.205"
835,"WasInformedBy",-1650295361,1313860349,1315762837,"fork","978311614.205"
836,"WasInformedBy",-1650295361,1313860349,1315762837,"fork","978311614.205"
837,"WasInformedBy",-1650295361,1313860349,1315762837,"fork","978311614.205"
838,"WasInformedBy",-1649937819,1313860349,1315762837,"fork","978311614.214"
839,"WasInformedBy",-1649984864,1313860349,1315762837,"fork","978311614.215"
840,"WasInformedBy",-1649984864,1313860349,1315762837,"fork","978311614.215"
841,"WasInformedBy",-1649984864,1313860349,1315762837,"fork","978311614.215"
842,"WasInformedBy",-1649984864,1313860349,1315762837,"fork","978311614.215"
843,"WasInformedBy",-1649984864,1313860349,1315762837,"fork","978311614.215"
844,"WasInformedBy",-1649984864,1313860349,1315762837,"fork","978311614.215"
845,"WasInformedBy",-1649984864,1313860349,1315762837,"fork","978311614.215"
846,"WasInformedBy",-1649994273,1313860349,1315762837,"fork","978311614.216"
847,"WasInformedBy",-1649994273,1313860349,1315762837,"fork","978311614.216"
848,"WasInformedBy",-1649994273,1313860349,1315762837,"fork","978311614.216"
849,"WasInformedBy",-1649994273,1313860349,1315762837,"fork","978311614.216"
850,"WasInformedBy",-1649994273,1313860349,1315762837,"fork","978311614.216"
851,"WasInformedBy",-1649994273,1313860349,1315762837,"fork","978311614.216"
852,"WasInformedBy",-1649994273,1313860349,1315762837,"fork","978311614.216"
853,"WasInformedBy",-1649994273,1313860349,1315762837,"fork","978311614.216"
854,"WasInformedBy",-1649994273,1313860349,1315762837,"fork","978311614.216"
855,"WasInformedBy",-1649966046,1313860349,1315762837,"fork","978311614.217"
856,"WasInformedBy",-1649966046,1313860349,1315762837,"fork","978311614.217"
857,"WasInformedBy",-1649966046,1313860349,1315762837,"fork","978311614.217"
858,"WasInformedBy",-1649966046,1313860349,1315762837,"fork","978311614.217"
859,"WasInformedBy",-1649966046,1313860349,1315762837,"fork","978311614.217"
860,"WasInformedBy",-1650558813,1313860349,1315762837,"fork","978311614.234"
861,"WasInformedBy",-1527761954,1313860349,1315762837,"fork","978311614.639"
862,"WasInformedBy",-1533680215,1313860349,1315762837,"fork","978311614.672"
863,"WasInformedBy",-1533680215,1313860349,1315762837,"fork","978311614.672"
864,"WasInformedBy",-1533680215,1313860349,1315762837,"fork","978311614.672"
865,"WasInformedBy",-1533727260,1313860349,1315762837,"fork","978311614.673"
866,"WasInformedBy",-1533727260,1313860349,1315762837,"fork","978311614.673"
867,"WasInformedBy",-1516988649,1313860349,1315762837,"fork","978311614.708"
868,"WasInformedBy",-1516988649,1313860349,1315762837,"fork","978311614.708"
869,"WasInformedBy",-1516960422,1313860349,1315762837,"fork","978311614.709"
870,"WasInformedBy",-1516960422,1313860349,1315762837,"fork","978311614.709"
871,"WasInformedBy",-1518108320,1313860349,1315762837,"fork","978311614.754"
872,"WasInformedBy",-1518108320,1313860349,1315762837,"fork","978311614.754"
873,"WasInformedBy",-1518108320,1313860349,1315762837,"fork","978311614.754"
874,"WasInformedBy",-1518108320,1313860349,1315762837,"fork","978311614.754"
875,"WasInformedBy",-1518108320,1313860349,1315762837,"fork","978311614.754"
876,"WasInformedBy",-1518108320,1313860349,1315762837,"fork","978311614.754"
877,"WasInformedBy",-1518108320,1313860349,1315762837,"fork","978311614.754"
878,"WasInformedBy",-1518108320,1313860349,1315762837,"fork","978311614.754"
879,"WasInformedBy",-1583754913,1313860349,1315762837,"fork","978311614.810"
880,"WasInformedBy",-1583754913,1313860349,1315762837,"fork","978311614.810"
881,"WasInformedBy",-1584931038,1313860349,1315762837,"fork","978311614.855"
882,"WasInformedBy",-1584931038,1313860349,1315762837,"fork","978311614.855"
883,"WasInformedBy",-1584931038,1313860349,1315762837,"fork","978311614.855"
884,"WasInformedBy",-1584931038,1313860349,1315762837,"fork","978311614.855"
885,"WasInformedBy",-1590877526,1313860349,1315762837,"fork","978311614.891"
886,"WasInformedBy",-1590877526,1313860349,1315762837,"fork","978311614.891"
887,"WasInformedBy",-1590877526,1313860349,1315762837,"fork","978311614.891"
888,"WasInformedBy",-1590877526,1313860349,1315762837,"fork","978311614.891"
889,"WasInformedBy",-1590877526,1313860349,1315762837,"fork","978311614.891"
890,"WasInformedBy",-1590877526,1313860349,1315762837,"fork","978311614.891"
891,"WasInformedBy",-1590886935,1313860349,1315762837,"fork","978311614.892"
892,"WasInformedBy",-1574430594,1313860349,1315762837,"fork","978311614.925"
893,"WasInformedBy",-1574430594,1313860349,1315762837,"fork","978311614.925"
894,"WasInformedBy",-1574741091,1313860349,1315762837,"fork","978311614.959"
895,"WasInformedBy",-1574741091,1313860349,1315762837,"fork","978311614.959"
896,"WasInformedBy",-1574741091,1313860349,1315762837,"fork","978311614.959"
897,"WasInformedBy",-1574741091,1313860349,1315762837,"fork","978311614.959"
898,"WasInformedBy",-1574741091,1313860349,1315762837,"fork","978311614.959"
899,"WasInformedBy",-1575888989,1313860349,1315762837,"fork","978311614.993"
900,"WasInformedBy",-1575888989,1313860349,1315762837,"fork","978311614.993"
901,"WasInformedBy",-1575888989,1313860349,1315762837,"fork","978311614.993"
902,"WasInformedBy",-1575888989,1313860349,1315762837,"fork","978311614.993"
903,"WasInformedBy",-1575888989,1313860349,1315762837,"fork","978311614.993"
904,"WasInformedBy",-1578130880,1313860349,1315762837,"fork","978311615.027"
905,"WasInformedBy",-1578130880,1313860349,1315762837,"fork","978311615.027"
906,"WasInformedBy",-1578130880,1313860349,1315762837,"fork","978311615.027"
907,"WasInformedBy",-1578130880,1313860349,1315762837,"fork","978311615.027"
908,"WasInformedBy",-1578140289,1313860349,1315762837,"fork","978311615.028"
909,"WasInformedBy",-1578140289,1313860349,1315762837,"fork","978311615.028"
910,"WasInformedBy",-1578140289,1313860349,1315762837,"fork","978311615.028"
911,"WasInformedBy",-1578140289,1313860349,1315762837,"fork","978311615.028"
912,"WasInformedBy",-1573482834,1313860349,1315762837,"fork","978311615.061"
913,"WasInformedBy",-1574988274,1313860349,1315762837,"fork","978311615.094"
914,"WasInformedBy",-1574997683,1313860349,1315762837,"fork","978311615.095"
915,"WasInformedBy",-1574997683,1313860349,1315762837,"fork","978311615.095"
916,"WasInformedBy",-1574997683,1313860349,1315762837,"fork","978311615.095"
917,"WasInformedBy",-1567875070,1313860349,1315762837,"fork","978311615.128"
918,"WasInformedBy",-1567875070,1313860349,1315762837,"fork","978311615.128"
919,"WasInformedBy",-1567884479,1313860349,1315762837,"fork","978311615.129"
920,"WasInformedBy",-1567884479,1313860349,1315762837,"fork","978311615.129"
921,"WasInformedBy",-1567884479,1313860349,1315762837,"fork","978311615.129"
922,"WasInformedBy",-1564205560,1313860349,1315762837,"fork","978311615.162"
923,"WasInformedBy",-1564214969,1313860349,1315762837,"fork","978311615.163"
924,"WasInformedBy",-1564214969,1313860349,1315762837,"fork","978311615.163"
925,"WasInformedBy",-1564214969,1313860349,1315762837,"fork","978311615.163"
926,"WasInformedBy",-1564214969,1313860349,1315762837,"fork","978311615.163"
927,"WasInformedBy",-1564516057,1313860349,1315762837,"fork","978311615.196"
928,"WasInformedBy",-1564487830,1313860349,1315762837,"fork","978311615.197"
929,"WasInformedBy",-1564487830,1313860349,1315762837,"fork","978311615.197"
930,"WasInformedBy",-1564487830,1313860349,1315762837,"fork","978311615.197"
931,"WasInformedBy",-1564487830,1313860349,1315762837,"fork","978311615.197"
932,"WasInformedBy",-1564487830,1313860349,1315762837,"fork","978311615.197"
933,"WasInformedBy",-1564497239,1313860349,1315762837,"fork","978311615.198"
934,"WasInformedBy",-1564497239,1313860349,1315762837,"fork","978311615.198"
935,"WasInformedBy",-1564497239,1313860349,1315762837,"fork","978311615.198"
936,"WasInformedBy",-1635554007,1313860349,1315762837,"fork","978311615.275"
937,"WasInformedBy",-1635554007,1313860349,1315762837,"fork","978311615.275"
938,"WasInformedBy",-1635601052,1313860349,1315762837,"fork","978311615.276"
939,"WasInformedBy",-1635601052,1313860349,1315762837,"fork","978311615.276"
940,"WasInformedBy",-1624460796,1313860349,1315762837,"fork","978311615.320"
941,"WasInformedBy",-1624460796,1313860349,1315762837,"fork","978311615.320"
942,"WasInformedBy",-1624470205,1313860349,1315762837,"fork","978311615.321"
943,"WasInformedBy",-1624441978,1313860349,1315762837,"fork","978311615.322"
944,"WasInformedBy",-1624451387,1313860349,1315762837,"fork","978311615.323"
945,"WasInformedBy",-1625674557,1313860349,1315762837,"fork","978311615.365"
946,"WasInformedBy",-1625646330,1313860349,1315762837,"fork","978311615.366"
947,"WasInformedBy",-1625646330,1313860349,1315762837,"fork","978311615.366"
948,"WasInformedBy",-1625655739,1313860349,1315762837,"fork","978311615.367"
949,"WasInformedBy",-1625702784,1313860349,1315762837,"fork","978311615.368"
950,"WasInformedBy",-1608540768,1313860349,1315762837,"fork","978311615.412"
951,"WasInformedBy",-1608540768,1313860349,1315762837,"fork","978311615.412"
952,"WasInformedBy",-1608550177,1313860349,1315762837,"fork","978311615.413"
953,"WasInformedBy",-1608550177,1313860349,1315762837,"fork","978311615.413"
954,"WasInformedBy",-1614816571,1313860349,1315762837,"fork","978311615.444"
955,"WasInformedBy",-1614863616,1313860349,1315762837,"fork","978311615.445"
956,"WasInformedBy",-1614873025,1313860349,1315762837,"fork","978311615.446"
957,"WasInformedBy",-1614844798,1313860349,1315762837,"fork","978311615.447"
958,"WasInformedBy",-1614844798,1313860349,1315762837,"fork","978311615.447"
959,"WasInformedBy",-1615992696,1313860349,1315762837,"fork","978311615.481"
960,"WasInformedBy",-1616002105,1313860349,1315762837,"fork","978311615.482"
961,"WasInformedBy",-1616002105,1313860349,1315762837,"fork","978311615.482"
962,"WasInformedBy",-1615973878,1313860349,1315762837,"fork","978311615.483"
963,"WasInformedBy",-1598350821,1313860349,1315762837,"fork","978311615.516"
964,"WasInformedBy",-1598322594,1313860349,1315762837,"fork","978311615.517"
965,"WasInformedBy",-1598322594,1313860349,1315762837,"fork","978311615.517"
966,"WasInformedBy",-1598322594,1313860349,1315762837,"fork","978311615.517"
967,"WasInformedBy",-1598322594,1313860349,1315762837,"fork","978311615.517"
968,"WasInformedBy",-1599423447,1313860349,1315762837,"fork","978311615.550"
969,"WasInformedBy",-1599423447,1313860349,1315762837,"fork","978311615.550"
970,"WasInformedBy",-1599423447,1313860349,1315762837,"fork","978311615.550"
971,"WasInformedBy",-1599470492,1313860349,1315762837,"fork","978311615.551"
972,"WasInformedBy",-1599470492,1313860349,1315762837,"fork","978311615.551"
973,"WasInformedBy",-1605746295,1313860349,1315762837,"fork","978311615.583"
974,"WasInformedBy",-1605746295,1313860349,1315762837,"fork","978311615.583"
975,"WasInformedBy",-1605793340,1313860349,1315762837,"fork","978311615.584"
976,"WasInformedBy",-1605802749,1313860349,1315762837,"fork","978311615.585"
977,"WasInformedBy",-1202702371,1313860349,1315762837,"fork","978311615.617"
978,"WasInformedBy",-1202702371,1313860349,1315762837,"fork","978311615.617"
979,"WasInformedBy",-1202448328,1313860349,1315762837,"fork","978311615.618"
980,"WasInformedBy",-1202448328,1313860349,1315762837,"fork","978311615.618"
981,"WasInformedBy",-1202448328,1313860349,1315762837,"fork","978311615.618"
982,"WasInformedBy",-1203822042,1313860349,1315762837,"fork","978311615.652"
983,"WasInformedBy",-1203822042,1313860349,1315762837,"fork","978311615.652"
984,"WasInformedBy",-1203831451,1313860349,1315762837,"fork","978311615.653"
985,"WasInformedBy",-1203887905,1313860349,1315762837,"fork","978311615.655"
986,"WasInformedBy",-1210173117,1313860349,1315762837,"fork","978311615.684"
987,"WasInformedBy",-1210144890,1313860349,1315762837,"fork","978311615.685"
988,"WasInformedBy",-1210144890,1313860349,1315762837,"fork","978311615.685"
989,"WasInformedBy",-1210144890,1313860349,1315762837,"fork","978311615.685"
990,"WasInformedBy",-1210154299,1313860349,1315762837,"fork","978311615.686"
991,"WasInformedBy",-1197009926,1313860349,1315762837,"fork","978311615.719"
992,"WasInformedBy",-1193340416,1313860349,1315762837,"fork","978311615.720"
993,"WasInformedBy",-1193340416,1313860349,1315762837,"fork","978311615.720"
994,"WasInformedBy",-1193349825,1313860349,1315762837,"fork","978311615.721"
995,"WasInformedBy",-1193594459,1313860349,1315762837,"fork","978311615.752"
996,"WasInformedBy",-1193641504,1313860349,1315762837,"fork","978311615.753"
997,"WasInformedBy",-1193641504,1313860349,1315762837,"fork","978311615.753"
998,"WasInformedBy",-1193650913,1313860349,1315762837,"fork","978311615.754"
999,"WasInformedBy",-1193650913,1313860349,1315762837,"fork","978311615.754"
1000,"WasInformedBy",-1195156353,1313860349,1315762837,"fork","978311615.787"
1001,"WasInformedBy",-1195156353,1313860349,1315762837,"fork","978311615.787"
1002,"WasInformedBy",-1195156353,1313860349,1315762837,"fork","978311615.787"
1003,"WasInformedBy",-1195156353,1313860349,1315762837,"fork","978311615.787"
1004,"WasInformedBy",-1195128126,1313860349,1315762837,"fork","978311615.788"
1005,"WasInformedBy",-1187600926,1313860349,1315762837,"fork","978311615.832"
1006,"WasInformedBy",-1187600926,1313860349,1315762837,"fork","978311615.832"
1007,"WasInformedBy",-1187600926,1313860349,1315762837,"fork","978311615.832"
1008,"WasInformedBy",-1187600926,1313860349,1315762837,"fork","978311615.832"
1009,"WasInformedBy",-1187600926,1313860349,1315762837,"fork","978311615.832"
1010,"WasInformedBy",-1187600926,1313860349,1315762837,"fork","978311615.832"
1011,"WasInformedBy",-1187610335,1313860349,1315762837,"fork","978311615.833"
1012,"WasInformedBy",-1187610335,1313860349,1315762837,"fork","978311615.833"
1013,"WasInformedBy",-1187610335,1313860349,1315762837,"fork","978311615.833"
1014,"WasInformedBy",-1187610335,1313860349,1315762837,"fork","978311615.833"
1015,"WasInformedBy",-1187610335,1313860349,1315762837,"fork","978311615.833"
1016,"WasInformedBy",-1187610335,1313860349,1315762837,"fork","978311615.833"
1017,"WasInformedBy",-1187657380,1313860349,1315762837,"fork","978311615.834"
1018,"WasInformedBy",-1187657380,1313860349,1315762837,"fork","978311615.834"
1019,"WasInformedBy",-1187657380,1313860349,1315762837,"fork","978311615.834"
1020,"WasInformedBy",-1187657380,1313860349,1315762837,"fork","978311615.834"
1021,"WasInformedBy",-1187657380,1313860349,1315762837,"fork","978311615.834"
1022,"WasInformedBy",-1187657380,1313860349,1315762837,"fork","978311615.834"
1023,"WasInformedBy",-1187666789,1313860349,1315762837,"fork","978311615.835"
1024,"WasInformedBy",-1187666789,1313860349,1315762837,"fork","978311615.835"
1025,"WasInformedBy",-1187666789,1313860349,1315762837,"fork","978311615.835"
1026,"WasInformedBy",-1187666789,1313860349,1315762837,"fork","978311615.835"
1027,"WasInformedBy",-1187666789,1313860349,1315762837,"fork","978311615.835"
1028,"WasInformedBy",-1187666789,1313860349,1315762837,"fork","978311615.835"
1029,"WasInformedBy",-1187647971,1313860349,1315762837,"fork","978311615.837"
1030,"WasInformedBy",-1187647971,1313860349,1315762837,"fork","978311615.837"
1031,"WasInformedBy",-1187647971,1313860349,1315762837,"fork","978311615.837"
1032,"WasInformedBy",-1187647971,1313860349,1315762837,"fork","978311615.837"
1033,"WasInformedBy",21295621,1313860349,1315762837,"fork","978311616.069"
1034,"WasInformedBy",21295621,1313860349,1315762837,"fork","978311616.069"
1035,"WasInformedBy",21295621,1313860349,1315762837,"fork","978311616.069"
1036,"WasInformedBy",21295621,1313860349,1315762837,"fork","978311616.069"
1037,"WasInformedBy",21295621,1313860349,1315762837,"fork","978311616.069"
1038,"WasInformedBy",21352075,1313860349,1315762837,"fork","978311616.070"
1039,"WasInformedBy",21352075,1313860349,1315762837,"fork","978311616.070"
1040,"WasInformedBy",21352075,1313860349,1315762837,"fork","978311616.070"
1041,"WasInformedBy",21352075,1313860349,1315762837,"fork","978311616.070"
1042,"WasInformedBy",21380302,1313860349,1315762837,"fork","978311616.071"
1043,"WasInformedBy",21380302,1313860349,1315762837,"fork","978311616.071"
1044,"WasInformedBy",21380302,1313860349,1315762837,"fork","978311616.071"
1045,"WasInformedBy",21380302,1313860349,1315762837,"fork","978311616.071"
1046,"WasInformedBy",21380302,1313860349,1315762837,"fork","978311616.071"
1047,"WasInformedBy",48355905,1313860349,1315762837,"fork","978311616.205"
1048,"WasInformedBy",48308860,1313860349,1315762837,"fork","978311616.206"
1049,"WasInformedBy",48308860,1313860349,1315762837,"fork","978311616.206"
1050,"WasInformedBy",48308860,1313860349,1315762837,"fork","978311616.206"
1051,"WasInformedBy",48299451,1313860349,1315762837,"fork","978311616.207"
1052,"WasInformedBy",48007772,1313860349,1315762837,"fork","978311616.239"
1053,"WasInformedBy",42418826,1313860349,1315762837,"fork","978311616.240"
1054,"WasInformedBy",42418826,1313860349,1315762837,"fork","978311616.240"
1055,"WasInformedBy",42418826,1313860349,1315762837,"fork","978311616.240"
1056,"WasInformedBy",42418826,1313860349,1315762837,"fork","978311616.240"
1057,"WasInformedBy",42409417,1313860349,1315762837,"fork","978311616.241"
1058,"WasInformedBy",42409417,1313860349,1315762837,"fork","978311616.241"
1059,"WasInformedBy",42409417,1313860349,1315762837,"fork","978311616.241"
1060,"WasInformedBy",42409417,1313860349,1315762837,"fork","978311616.241"
1061,"WasInformedBy",42409417,1313860349,1315762837,"fork","978311616.241"
1062,"WasInformedBy",42362372,1313860349,1315762837,"fork","978311616.242"
1063,"WasInformedBy",42362372,1313860349,1315762837,"fork","978311616.242"
1064,"WasInformedBy",42362372,1313860349,1315762837,"fork","978311616.242"
1065,"WasInformedBy",42362372,1313860349,1315762837,"fork","978311616.242"
1066,"WasInformedBy",42362372,1313860349,1315762837,"fork","978311616.242"
1067,"WasInformedBy",42362372,1313860349,1315762837,"fork","978311616.242"
1068,"WasInformedBy",42352963,1313860349,1315762837,"fork","978311616.243"
1069,"WasInformedBy",42352963,1313860349,1315762837,"fork","978311616.243"
1070,"WasInformedBy",42352963,1313860349,1315762837,"fork","978311616.243"
1071,"WasInformedBy",42352963,1313860349,1315762837,"fork","978311616.243"
1072,"WasInformedBy",42352963,1313860349,1315762837,"fork","978311616.243"
1073,"WasInformedBy",42352963,1313860349,1315762837,"fork","978311616.243"
1074,"WasInformedBy",42381190,1313860349,1315762837,"fork","978311616.244"
1075,"WasInformedBy",42381190,1313860349,1315762837,"fork","978311616.244"
1076,"WasInformedBy",42381190,1313860349,1315762837,"fork","978311616.244"
1077,"WasInformedBy",42381190,1313860349,1315762837,"fork","978311616.244"
1078,"WasInformedBy",42381190,1313860349,1315762837,"fork","978311616.244"
1079,"WasInformedBy",42371781,1313860349,1315762837,"fork","978311616.245"
1080,"WasInformedBy",42371781,1313860349,1315762837,"fork","978311616.245"
1081,"WasInformedBy",42371781,1313860349,1315762837,"fork","978311616.245"
1082,"WasInformedBy",42371781,1313860349,1315762837,"fork","978311616.245"
1083,"WasInformedBy",42371781,1313860349,1315762837,"fork","978311616.245"
1084,"WasInformedBy",42371781,1313860349,1315762837,"fork","978311616.245"
1085,"WasInformedBy",42324736,1313860349,1315762837,"fork","978311616.246"
1086,"WasInformedBy",42324736,1313860349,1315762837,"fork","978311616.246"
1087,"WasInformedBy",42324736,1313860349,1315762837,"fork","978311616.246"
1088,"WasInformedBy",42324736,1313860349,1315762837,"fork","978311616.246"
1089,"WasInformedBy",42324736,1313860349,1315762837,"fork","978311616.246"
1090,"WasInformedBy",42324736,1313860349,1315762837,"fork","978311616.246"
1091,"WasInformedBy",42315327,1313860349,1315762837,"fork","978311616.247"
1092,"WasInformedBy",42315327,1313860349,1315762837,"fork","978311616.247"
1093,"WasInformedBy",41816650,1313860349,1315762837,"fork","978311616.262"
1094,"WasInformedBy",-15484160,1313860349,1315762837,"fork","978311616.488"
1095,"WasInformedBy",163007,1313860349,1315762837,"fork","978311616.566"
1096,"WasInformedBy",191234,1313860349,1315762837,"fork","978311616.567"
1097,"WasInformedBy",7718434,1313860349,1315762837,"fork","978311616.611"
1098,"WasInformedBy",7718434,1313860349,1315762837,"fork","978311616.611"
1099,"WasInformedBy",7709025,1313860349,1315762837,"fork","978311616.612"
1100,"WasInformedBy",7709025,1313860349,1315762837,"fork","978311616.612"
1101,"WasInformedBy",7709025,1313860349,1315762837,"fork","978311616.612"
1102,"WasInformedBy",7661980,1313860349,1315762837,"fork","978311616.613"
1103,"WasInformedBy",7661980,1313860349,1315762837,"fork","978311616.613"
1104,"WasInformedBy",7661980,1313860349,1315762837,"fork","978311616.613"
1105,"WasInformedBy",7661980,1313860349,1315762837,"fork","978311616.613"
1106,"WasInformedBy",7652571,1313860349,1315762837,"fork","978311616.614"
1107,"WasInformedBy",7652571,1313860349,1315762837,"fork","978311616.614"
1108,"WasInformedBy",7671389,1313860349,1315762837,"fork","978311616.616"
1109,"WasInformedBy",7671389,1313860349,1315762837,"fork","978311616.616"
1110,"WasInformedBy",7671389,1313860349,1315762837,"fork","978311616.616"
1111,"WasInformedBy",7671389,1313860349,1315762837,"fork","978311616.616"
1112,"WasInformedBy",7925432,1313860349,1315762837,"fork","978311616.617"
1113,"WasInformedBy",7925432,1313860349,1315762837,"fork","978311616.617"
1114,"WasInformedBy",7925432,1313860349,1315762837,"fork","978311616.617"
1115,"WasInformedBy",7925432,1313860349,1315762837,"fork","978311616.617"
1116,"WasInformedBy",7925432,1313860349,1315762837,"fork","978311616.617"
1117,"WasInformedBy",7916023,1313860349,1315762837,"fork","978311616.618"
1118,"WasInformedBy",7916023,1313860349,1315762837,"fork","978311616.618"
1119,"WasInformedBy",7916023,1313860349,1315762837,"fork","978311616.618"
