EDGEID,"TYPE",HASH,SRCVERTEXHASH,DSTVERTEXHASH,"OPERATION","TIME"
390,"WasInformedBy",137655824,1265962149,1267516591,"fork","978314597.720"
391,"WasInformedBy",147243401,1265962147,1267516591,"fork","978314597.835"
392,"WasInformedBy",146969667,1265962138,1267516591,"fork","978314597.872"
393,"WasInformedBy",146969667,1265962138,1267516591,"fork","978314597.872"
394,"WasInformedBy",146969667,1265962138,1267516591,"fork","978314597.872"
395,"WasInformedBy",156830299,1265962138,1267516591,"fork","978314597.957"
396,"WasInformedBy",156632710,1265962138,1267516591,"fork","978314597.990"
397,"WasInformedBy",1363713320,1265962138,1267516591,"fork","978314598.001"
398,"WasInformedBy",1799543435,1267519337,-505915618,NULL,NULL
399,"WasInformedBy",1800040948,1267524466,-505915618,NULL,NULL
400,"Used",988256905,1267524466,-84914899,"read","978314598.105"
401,"Used",988247494,1267524466,-84914901,"read","978314598.106"
402,"WasInformedBy",1799543241,1267519335,-505915618,NULL,NULL
403,"Used",934779289,1267518383,-146355245,"read","978314598.272"
404,"WasInformedBy",1393172899,1265962138,1267516591,"fork","978314598.343"
405,"WasInformedBy",1393193463,1265962156,1267516591,"fork","978314598.345"
406,"WasInformedBy",1799543823,1267519341,-505915618,NULL,NULL
407,"WasInformedBy",1392979321,1265962248,1267519341,"fork","978314598.370"
408,"WasInformedBy",1392979321,1265962248,1267519341,"fork","978314598.370"
409,"WasInformedBy",1392969912,1265962248,1267519341,"fork","978314598.371"
410,"WasInformedBy",1799543726,1267519340,-505915618,NULL,NULL
411,"Used",877845294,1267518383,-146355381,"read","978314598.462"
412,"WasInformedBy",1411799760,1265960590,1267515793,"fork","978314599.505"
413,"WasInformedBy",1411827890,1265960589,1267515793,"fork","978314599.506"
414,"WasInformedBy",1411830121,1265960612,1267515793,"fork","978314599.506"
415,"WasInformedBy",1411820615,1265960611,1267515793,"fork","978314599.507"
416,"WasInformedBy",1411820518,1265960610,1267515793,"fork","978314599.507"
417,"WasInformedBy",1411773376,1265960609,1267515793,"fork","978314599.508"
418,"WasInformedBy",1411774055,1265960616,1267515793,"fork","978314599.508"
419,"WasInformedBy",1411764549,1265960615,1267515793,"fork","978314599.509"
420,"WasInformedBy",1411764452,1265960614,1267515793,"fork","978314599.509"
421,"WasInformedBy",1411896081,1265960613,1267515793,"fork","978314599.510"
422,"WasInformedBy",1410946742,1265960623,1267515793,"fork","978314599.511"
423,"WasInformedBy",1410937236,1265960622,1267515793,"fork","978314599.512"
424,"WasInformedBy",1410955957,1265960621,1267515793,"fork","978314599.514"
425,"WasInformedBy",1410958188,1265960644,1267515793,"fork","978314599.514"
426,"WasInformedBy",1410911046,1265960643,1267515793,"fork","978314599.515"
427,"WasInformedBy",1410910949,1265960642,1267515793,"fork","978314599.515"
428,"WasInformedBy",1410929670,1265960641,1267515793,"fork","978314599.517"
429,"WasInformedBy",1410930349,1265960648,1267515793,"fork","978314599.517"
430,"WasInformedBy",-722246209,1267516721,1267515786,NULL,NULL
431,"WasInformedBy",-719405646,1267516633,1270364885,NULL,NULL
432,"WasInformedBy",1411296676,1265960632,1267516721,"fork","978314599.532"
433,"WasInformedBy",1411296676,1265960632,1267516721,"fork","978314599.532"
434,"WasInformedBy",1424798591,1265960632,1267516721,"fork","978314599.533"
435,"WasInformedBy",1424798591,1265960632,1267516721,"fork","978314599.533"
436,"WasInformedBy",1424798591,1265960632,1267516721,"fork","978314599.533"
437,"WasInformedBy",1424798591,1265960632,1267516721,"fork","978314599.533"
438,"WasInformedBy",1424798591,1265960632,1267516721,"fork","978314599.533"
439,"WasInformedBy",1424789182,1265960632,1267516721,"fork","978314599.534"
440,"WasInformedBy",1424789182,1265960632,1267516721,"fork","978314599.534"
441,"WasInformedBy",1424789182,1265960632,1267516721,"fork","978314599.534"
442,"WasInformedBy",1424789182,1265960632,1267516721,"fork","978314599.534"
443,"WasInformedBy",1424789182,1265960632,1267516721,"fork","978314599.534"
444,"WasInformedBy",-412878712,1270706067,1267516721,NULL,NULL
445,"WasInformedBy",1427997249,1265960631,1270706067,"fork","978314599.536"
446,"WasInformedBy",1427997249,1265960631,1270706067,"fork","978314599.536"
447,"WasInformedBy",1427997249,1265960631,1270706067,"fork","978314599.536"
448,"WasInformedBy",1427950204,1265960631,1270706067,"fork","978314599.537"
449,"WasInformedBy",1427950204,1265960631,1270706067,"fork","978314599.537"
450,"WasInformedBy",-722244172,1267516742,1267515786,NULL,NULL
451,"WasInformedBy",1420908427,1265960685,1267516742,"fork","978314599.645"
452,"WasInformedBy",1420908427,1265960685,1267516742,"fork","978314599.645"
453,"WasInformedBy",1420908427,1265960685,1267516742,"fork","978314599.645"
454,"WasInformedBy",1420908427,1265960685,1267516742,"fork","978314599.645"
455,"WasInformedBy",-719405937,1267516630,1270364885,NULL,NULL
456,"WasInformedBy",1420899018,1265960685,1267516742,"fork","978314599.646"
457,"WasInformedBy",1357134225,1265960685,1267516742,"fork","978314599.690"
458,"WasInformedBy",1357134225,1265960685,1267516742,"fork","978314599.690"
459,"WasInformedBy",1357134225,1265960685,1267516742,"fork","978314599.690"
460,"WasInformedBy",1357124816,1265960685,1267516742,"fork","978314599.691"
461,"WasInformedBy",1357124816,1265960685,1267516742,"fork","978314599.691"
462,"WasInformedBy",1353765803,1265960685,1267516742,"fork","978314599.733"
463,"WasInformedBy",1353756394,1265960685,1267516742,"fork","978314599.734"
464,"WasInformedBy",-412871513,1270706141,1267516742,NULL,NULL
465,"WasInformedBy",1356898651,1265960684,1270706141,"fork","978314599.735"
466,"WasInformedBy",1370193568,1265960684,1270706141,"fork","978314599.778"
467,"WasInformedBy",1370146523,1265960684,1270706141,"fork","978314599.779"
468,"WasInformedBy",1370268840,1265960684,1270706141,"fork","978314599.781"
469,"WasInformedBy",1370268840,1265960684,1270706141,"fork","978314599.781"
470,"WasInformedBy",-722244463,1267516739,1267515786,NULL,NULL
471,"WasInformedBy",-719403900,1267516651,1270364885,NULL,NULL
472,"WasInformedBy",1367041608,1265960682,1267516739,"fork","978314599.785"
473,"WasInformedBy",1367041608,1265960682,1267516739,"fork","978314599.785"
474,"WasInformedBy",1367041608,1265960682,1267516739,"fork","978314599.785"
475,"WasInformedBy",1367041608,1265960682,1267516739,"fork","978314599.785"
476,"WasInformedBy",1367041608,1265960682,1267516739,"fork","978314599.785"
477,"WasInformedBy",1367041608,1265960682,1267516739,"fork","978314599.785"
478,"WasInformedBy",1367295651,1265960682,1267516739,"fork","978314599.786"
479,"WasInformedBy",1373053959,1265960682,1267516739,"fork","978314599.980"
480,"WasInformedBy",1373053959,1265960682,1267516739,"fork","978314599.980"
481,"WasInformedBy",1373053959,1265960682,1267516739,"fork","978314599.980"
482,"WasInformedBy",1373053959,1265960682,1267516739,"fork","978314599.980"
483,"WasInformedBy",1373044550,1265960682,1267516739,"fork","978314599.981"
484,"WasInformedBy",-412871322,1270706143,1267516739,NULL,NULL
485,"WasInformedBy",1376262860,1265960689,1270706143,"fork","978314599.982"
486,"WasInformedBy",1376253451,1265960689,1270706143,"fork","978314599.983"
487,"WasInformedBy",1376253451,1265960689,1270706143,"fork","978314599.983"
488,"WasInformedBy",1376253451,1265960689,1270706143,"fork","978314599.983"
